,age,job,marital,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y
11090,40,10,1,0,265,0,0,18,6,1365,4,999,0,0
11091,40,1,2,0,1200,1,0,18,6,284,8,999,0,0
11092,50,8,1,0,1134,0,0,18,6,53,2,999,0,0
11093,39,5,0,0,26,0,0,18,6,311,5,999,0,0
11094,48,1,2,0,1253,1,0,18,6,245,2,999,0,0
11095,46,0,2,0,10,0,0,18,6,64,6,999,0,0
11096,45,1,1,0,231,1,0,18,6,151,3,999,0,0
11097,46,2,1,0,557,0,0,18,6,89,1,999,0,0
11098,37,2,1,0,1736,0,1,18,6,66,1,999,0,0
11099,40,7,1,0,256,0,0,18,6,30,1,999,0,0
11100,55,6,1,0,31,0,0,18,6,72,1,999,0,0
11101,42,3,0,0,31,0,0,18,6,120,1,999,0,0
11102,28,2,1,0,-493,1,0,18,6,126,4,999,0,0
11103,45,2,1,0,103,0,0,18,6,48,1,999,0,0
11104,29,4,1,0,1104,1,0,18,6,262,9,999,0,0
11105,52,2,1,0,262,0,0,18,6,1062,4,999,0,0
11106,37,8,2,0,2657,1,0,18,6,295,1,999,0,0
11107,37,2,2,0,415,0,0,18,6,203,1,999,0,0
11108,28,5,2,0,2253,1,0,18,6,906,2,999,0,0
11109,49,5,1,0,1330,0,1,18,6,37,1,999,0,0
11110,42,8,1,0,0,0,0,18,6,118,6,999,0,0
11111,42,0,2,0,2918,0,0,18,6,18,1,999,0,0
11112,51,4,1,0,1093,0,1,18,6,18,1,999,0,0
11113,54,4,1,0,3151,0,0,18,6,350,7,999,0,0
11114,39,1,1,0,224,0,0,18,6,421,2,999,0,0
11115,51,6,1,0,67,0,0,18,6,835,1,999,0,1
11116,60,6,1,0,0,0,0,18,6,104,1,999,0,0
11117,29,2,1,0,-565,1,0,18,6,164,3,999,0,0
11118,38,8,1,0,2289,0,0,18,6,89,5,999,0,0
11119,39,7,2,0,426,0,0,18,6,1029,1,999,0,1
11120,36,2,1,0,9,1,0,18,6,112,3,999,0,0
11121,55,2,1,0,1101,0,0,18,6,744,3,999,0,0
11122,36,11,0,0,8267,0,0,18,6,321,2,999,0,0
11123,37,5,1,0,223,0,0,18,6,24,10,999,0,0
11124,48,1,1,0,1096,1,0,18,6,213,5,999,0,0
11125,37,2,1,0,704,0,0,18,6,165,7,999,0,0
11126,51,5,1,0,192,0,0,18,6,129,3,999,0,0
11127,51,8,0,0,9,0,0,18,6,371,2,999,0,1
11128,36,2,1,0,1707,0,0,18,6,190,2,999,0,0
11129,27,3,1,0,47,1,0,18,6,114,4,999,0,0
11130,36,0,1,0,1370,0,0,18,6,221,5,999,0,0
11131,33,5,2,0,729,1,1,18,6,178,5,999,0,0
11132,58,11,0,0,7798,0,0,18,6,247,5,999,0,0
11133,27,10,2,0,629,1,1,18,6,680,2,999,0,0
11134,56,2,1,0,3760,0,0,18,6,243,3,999,0,0
11135,42,1,0,0,0,1,1,18,6,185,4,999,0,0
11136,32,8,1,0,201,1,0,18,6,110,2,999,0,0
11137,26,1,1,0,416,1,1,18,6,172,2,999,0,0
11138,25,8,2,0,-501,1,1,18,6,156,3,999,0,0
11139,39,2,1,0,39,1,0,18,6,34,6,999,0,0
11140,42,2,2,0,1279,1,0,18,6,347,4,999,0,0
11141,37,2,1,0,10721,1,0,18,6,394,3,999,0,0
11142,28,2,2,0,975,1,0,18,6,59,3,999,0,0
11143,29,5,1,0,620,1,0,18,6,72,3,999,0,0
11144,50,1,1,0,311,1,1,18,6,417,3,999,0,0
11145,48,5,2,0,0,0,0,18,6,96,3,999,0,0
11146,27,1,1,0,-97,1,0,18,6,1528,2,999,0,1
11147,24,2,1,0,0,1,0,18,6,154,4,999,0,0
11148,48,1,2,0,479,1,1,18,6,533,3,999,0,0
11149,46,5,2,0,46,0,1,18,6,107,1,999,0,0
11150,49,10,2,0,1202,1,0,18,6,122,1,999,0,0
11151,48,2,1,0,363,1,0,18,6,257,6,999,0,0
11152,44,2,1,0,1147,1,0,18,6,23,3,999,0,0
11153,61,3,0,0,369,0,0,18,6,82,1,999,0,0
11154,58,0,1,0,219,0,0,18,6,55,1,999,0,0
11155,43,8,0,0,62,0,0,18,6,67,1,999,0,0
11156,45,4,1,0,143,0,0,18,6,83,1,999,0,0
11157,43,1,1,0,3485,0,0,18,6,113,1,999,0,0
11158,58,6,0,0,97,0,0,18,6,59,1,999,0,0
11159,50,4,1,0,0,0,0,18,6,551,1,999,0,0
11160,43,5,1,0,657,0,0,18,6,367,1,999,0,0
11161,59,5,0,0,1304,0,0,18,6,220,1,999,0,0
11162,56,3,2,0,2351,0,0,18,6,15,1,999,0,0
11163,60,6,1,0,1524,0,0,18,6,173,1,999,0,0
11164,58,4,1,0,0,0,0,18,6,37,1,999,0,0
11165,57,2,1,0,773,1,1,18,6,97,8,999,0,0
11166,42,4,1,0,197,0,0,18,6,199,1,999,0,0
11167,36,2,1,0,2627,1,0,18,6,94,1,999,0,0
11168,35,1,1,0,165,1,0,18,6,272,1,999,0,0
11169,37,2,0,1,-689,0,0,18,6,15,1,999,0,0
11170,40,10,1,0,397,0,0,18,6,50,1,999,0,0
11171,37,5,1,0,11265,0,0,18,6,417,1,999,0,0
11172,55,5,1,0,5836,0,0,18,6,192,1,999,0,0
11173,36,5,2,0,391,0,0,18,6,443,1,999,0,0
11174,37,9,1,0,0,0,0,18,6,115,1,999,0,0
11175,45,0,2,0,0,0,0,18,6,1487,1,999,0,0
11176,49,2,1,0,1743,0,0,18,6,68,1,999,0,0
11177,28,10,0,0,594,1,1,18,6,54,3,999,0,0
11178,60,6,0,0,1582,0,1,18,6,159,1,999,0,0
11179,44,2,1,0,2791,0,0,18,6,335,1,999,0,0
11180,49,10,1,0,997,0,0,18,6,118,1,999,0,0
11181,39,3,1,0,2310,1,1,18,6,104,1,999,0,0
11182,37,10,1,1,0,0,0,18,6,236,1,999,0,0
11183,49,5,1,0,1401,0,0,18,6,300,1,999,0,0
11184,54,4,1,0,5048,0,0,18,6,163,1,999,0,0
11185,48,5,1,1,0,0,1,18,6,103,1,999,0,0
11186,37,5,0,0,0,1,0,18,6,187,1,999,0,0
11187,41,5,2,0,11008,0,0,18,6,1540,1,999,0,1
11188,49,6,2,0,332,0,0,18,6,163,2,999,0,0
11189,46,10,1,0,179,0,1,18,6,129,1,999,0,0
11190,55,2,1,0,761,0,0,18,6,67,1,999,0,0
11191,38,2,0,0,889,0,1,18,6,362,1,999,0,0
11192,42,2,2,0,4930,0,0,18,6,973,1,999,0,1
11193,42,10,1,0,-813,1,0,18,6,36,4,999,0,0
11194,37,7,2,0,2087,0,0,18,6,167,1,999,0,0
11195,60,4,1,0,0,0,0,18,6,138,1,999,0,0
11196,59,6,1,0,0,0,0,18,6,1009,1,999,0,0
11197,47,6,1,0,490,1,0,18,6,55,10,999,0,0
11198,48,6,1,0,5173,1,0,18,6,88,8,999,0,0
11199,48,5,1,0,5348,0,0,18,6,105,1,999,0,0
11200,37,10,1,0,603,0,0,18,6,339,2,999,0,0
11201,36,8,2,0,755,0,0,18,6,355,1,999,0,0
11202,47,8,0,0,829,0,1,18,6,466,2,999,0,0
11203,37,7,1,0,2235,0,0,18,6,94,1,999,0,0
11204,60,6,1,0,3,0,0,18,6,227,1,999,0,0
11205,38,9,2,0,722,0,0,18,6,65,1,999,0,0
11206,47,5,1,0,414,0,0,18,6,387,1,999,0,0
11207,56,6,0,0,389,1,0,18,6,379,5,999,0,0
11208,51,0,1,0,167,0,0,18,6,205,4,999,0,0
11209,37,8,1,0,-224,0,0,18,6,332,2,999,0,0
11210,48,2,2,0,0,0,0,18,6,71,1,999,0,0
11211,39,8,1,0,6497,0,0,18,6,567,1,999,0,0
11212,44,2,1,0,1025,1,0,18,6,200,1,999,0,0
11213,35,2,1,0,1201,0,0,18,6,537,1,999,0,1
11214,44,5,1,0,17361,0,0,18,6,476,1,999,0,0
11215,58,4,0,0,0,0,0,18,6,290,2,999,0,0
11216,56,8,1,0,616,0,0,18,6,1812,1,999,0,0
11217,45,5,0,0,959,0,0,18,6,74,1,999,0,0
11218,50,1,1,0,1019,1,0,18,6,76,1,999,0,0
11219,57,5,1,0,1172,0,0,18,6,26,1,999,0,0
11220,59,6,1,0,5744,0,0,18,6,632,1,999,0,0
11221,58,5,1,0,3768,1,0,18,6,316,1,999,0,0
11222,58,4,1,0,1274,0,0,18,6,35,7,999,0,0
11223,46,2,0,0,2870,0,0,18,6,52,6,999,0,0
11224,50,8,1,0,753,0,0,18,6,59,2,999,0,0
11225,52,6,1,0,9,0,0,18,6,243,1,999,0,0
11226,44,5,1,0,2283,1,1,18,6,81,2,999,0,0
11227,59,6,1,0,1245,0,0,18,6,205,2,999,0,0
11228,54,4,0,0,1194,0,0,18,6,58,3,999,0,0
11229,39,2,1,0,-186,0,1,18,6,320,3,999,0,0
11230,48,1,1,0,17957,0,0,18,6,700,7,999,0,0
11231,48,7,2,0,0,0,0,18,6,453,1,999,0,0
11232,44,8,1,0,1872,1,0,18,6,146,3,999,0,0
11233,56,3,1,0,773,0,0,18,6,345,1,999,0,0
11234,32,5,2,0,7419,1,0,18,6,248,29,999,0,0
11235,53,2,0,0,517,1,0,18,6,188,2,999,0,0
11236,36,1,1,0,90,0,0,18,6,166,3,999,0,0
11237,55,5,1,0,0,0,0,18,6,324,2,999,0,0
11238,44,2,2,0,4330,0,0,18,6,16,9,999,0,0
11239,51,3,2,0,440,0,0,18,6,392,1,999,0,0
11240,48,1,1,0,1800,1,0,18,6,103,1,999,0,0
11241,56,2,0,0,486,1,0,18,6,577,4,999,0,0
11242,47,2,2,0,2443,0,0,18,6,422,1,999,0,0
11243,53,7,1,0,235,0,0,18,6,112,3,999,0,0
11244,47,11,1,0,0,0,0,18,6,308,1,999,0,0
11245,52,5,1,0,1147,0,0,18,6,43,1,999,0,0
11246,44,2,1,0,-448,1,0,18,6,149,2,999,0,0
11247,60,6,1,0,1336,0,0,18,6,324,1,999,0,0
11248,59,2,1,0,337,0,0,18,6,100,4,999,0,0
11249,35,1,1,0,1476,0,0,18,6,209,12,999,0,0
11250,37,8,1,0,2128,0,0,18,6,105,1,999,0,0
11251,41,3,1,0,707,0,0,18,6,707,1,999,0,1
11252,33,10,1,0,4,1,1,18,6,625,2,999,0,1
11253,47,10,1,0,3478,0,0,18,6,13,11,999,0,0
11254,46,1,1,0,126,0,0,18,6,1255,1,999,0,1
11255,50,5,1,0,3296,0,0,18,6,255,2,999,0,0
11256,45,8,2,0,1771,0,0,18,6,50,2,999,0,0
11257,38,8,0,0,446,1,0,18,6,373,4,999,0,0
11258,50,0,1,0,200,0,0,18,6,18,6,999,0,0
11259,43,4,1,0,5233,0,0,18,6,108,2,999,0,0
11260,54,2,1,0,45,1,0,18,6,142,20,999,0,0
11261,38,10,2,0,11,0,0,18,6,78,3,999,0,0
11262,59,6,0,0,681,0,1,18,6,376,7,999,0,0
11263,37,4,0,0,37,0,0,18,6,155,2,999,0,0
11264,51,10,1,0,2682,0,0,18,6,56,1,999,0,0
11265,58,5,1,0,2729,0,0,18,6,188,1,999,0,0
11266,53,10,1,0,1776,0,0,18,6,443,7,999,0,0
11267,59,1,1,0,479,0,0,18,6,326,1,999,0,0
11268,60,5,1,0,11,0,0,18,6,802,3,999,0,0
11269,47,0,1,0,1880,0,0,18,6,64,2,999,0,0
11270,60,1,2,0,3916,0,0,18,6,18,5,999,0,0
11271,45,5,0,0,220,1,0,18,6,89,4,999,0,0
11272,36,9,2,0,386,0,0,18,6,359,2,999,0,0
11273,37,2,1,0,523,0,0,18,6,257,2,999,0,0
11274,44,8,0,0,608,1,1,18,6,19,30,999,0,0
11275,45,10,1,0,2571,0,0,18,6,146,2,999,0,0
11276,57,6,0,0,914,0,0,18,6,404,2,999,0,0
11277,45,6,1,0,1152,0,0,18,6,234,2,999,0,0
11278,38,2,2,0,519,1,1,18,6,13,14,999,0,0
11279,36,3,1,0,9405,0,0,18,6,297,3,999,0,0
11280,39,2,2,0,1967,0,0,18,6,156,9,999,0,0
11281,52,10,1,0,0,1,0,18,6,636,12,999,0,0
11282,49,10,1,0,1355,1,0,18,6,300,3,999,0,0
11283,40,10,1,0,-1779,1,1,18,6,37,2,999,0,0
11284,44,4,2,0,1059,0,0,18,6,2093,1,999,0,1
11285,38,8,1,0,611,1,1,18,6,61,3,999,0,0
11286,36,8,1,0,1024,1,0,18,6,111,2,999,0,0
11287,31,2,1,0,671,1,0,18,6,704,4,999,0,1
11288,42,2,1,0,3,0,0,18,6,45,3,999,0,0
11289,44,3,1,0,692,0,0,18,6,73,4,999,0,0
11290,40,10,1,0,4396,0,0,18,6,1195,2,999,0,0
11291,50,2,1,0,280,1,0,18,6,61,23,999,0,0
11292,41,8,0,0,2769,1,0,18,6,96,3,999,0,0
11293,41,1,1,0,1245,0,0,18,6,140,3,999,0,0
11294,57,2,1,0,4722,1,0,18,6,121,2,999,0,0
11295,49,2,1,0,1050,1,0,18,6,84,5,999,0,0
11296,33,1,2,0,3160,0,0,18,6,719,13,999,0,0
11297,51,2,1,0,1238,0,0,18,6,48,10,999,0,0
11298,51,10,1,0,1533,0,0,18,6,242,2,999,0,0
11299,31,2,2,0,54,0,0,18,6,230,3,999,0,0
11300,53,5,1,0,694,0,0,18,6,130,6,999,0,0
11301,28,2,2,0,623,0,0,18,6,25,41,999,0,0
11302,47,6,1,0,197,0,0,18,6,57,2,999,0,0
11303,53,6,1,0,357,0,0,18,6,154,2,999,0,0
11304,60,5,1,0,358,0,0,18,6,74,2,999,0,0
11305,37,8,0,0,0,1,0,18,6,77,2,999,0,0
11306,60,3,1,0,0,0,0,18,6,201,1,999,0,0
11307,38,7,1,0,29125,0,0,18,6,313,2,999,0,0
11308,58,5,1,0,5680,0,0,18,6,114,1,999,0,0
11309,40,2,0,0,2357,0,0,18,6,66,3,999,0,0
11310,50,11,1,0,193,1,0,18,6,305,6,999,0,0
11311,60,6,1,0,415,0,0,18,6,49,2,999,0,0
11312,37,2,2,0,12130,1,0,18,6,429,13,999,0,0
11313,48,4,0,0,2582,0,0,18,6,51,4,999,0,0
11314,45,8,2,0,359,1,0,18,6,41,8,999,0,0
11315,47,10,0,0,165,0,0,18,6,99,3,999,0,0
11316,51,1,2,0,1994,0,0,18,6,771,2,999,0,1
11317,57,4,0,0,113,0,0,18,6,378,2,999,0,0
11318,57,2,1,0,1236,0,0,18,6,152,9,999,0,0
11319,44,5,0,0,0,0,0,18,6,491,3,999,0,0
11320,38,2,2,0,1121,0,0,18,6,203,1,999,0,0
11321,38,8,1,0,393,0,0,18,6,90,3,999,0,0
11322,57,0,0,0,4244,0,0,18,6,626,5,999,0,0
11323,46,2,1,0,1823,0,0,18,6,135,3,999,0,0
11324,44,2,2,0,827,1,0,18,6,65,4,999,0,0
11325,42,4,1,0,1371,0,0,18,6,125,8,999,0,0
11326,49,2,1,0,507,0,1,18,6,16,14,999,0,0
11327,54,10,2,0,1433,1,1,18,6,18,20,999,0,0
11328,54,10,1,0,1455,1,0,18,6,90,4,999,0,0
11329,59,6,1,0,1427,0,0,18,6,140,2,999,0,0
11330,37,2,1,0,1104,0,0,18,6,15,8,999,0,0
11331,39,4,2,0,1340,0,0,18,6,113,2,999,0,0
11332,53,3,1,0,-257,1,1,18,6,249,5,999,0,0
11333,49,8,1,0,2058,0,0,18,6,82,3,999,0,0
11334,48,0,1,0,2261,0,0,18,6,445,3,999,0,0
11335,32,5,1,0,607,1,0,18,6,1060,5,999,0,1
11336,45,5,1,0,-687,1,1,18,6,92,2,999,0,0
11337,36,2,1,0,946,1,0,18,6,255,3,999,0,0
11338,58,4,1,0,2387,0,0,18,6,55,2,999,0,0
11339,42,8,1,0,3236,0,0,18,6,521,11,999,0,0
11340,44,8,0,0,20541,0,1,18,6,501,2,999,0,0
11341,40,1,2,0,1670,1,0,18,6,161,2,999,0,0
11342,57,2,1,0,4148,0,0,18,6,340,3,999,0,0
11343,42,2,1,0,-303,1,0,18,6,40,3,999,0,0
11344,47,8,1,0,504,0,1,18,6,156,3,999,0,0
11345,39,2,2,0,0,0,0,18,6,375,2,999,0,0
11346,52,1,1,0,0,0,0,18,6,161,1,999,0,0
11347,57,4,0,0,7451,0,0,18,6,43,4,999,0,0
11348,36,1,1,0,542,1,0,18,6,604,6,999,0,0
11349,59,2,1,0,0,0,0,18,6,368,1,999,0,0
11350,44,2,1,0,2092,0,1,18,6,452,1,999,0,0
11351,41,2,1,0,219,0,1,18,6,1574,3,999,0,1
11352,39,1,1,0,0,0,0,19,6,29,11,999,0,0
11353,58,2,1,0,1826,1,0,19,6,47,3,999,0,0
11354,60,3,1,0,987,0,0,19,6,102,13,999,0,0
11355,46,0,1,0,110,0,0,19,6,113,14,999,0,0
11356,36,2,1,0,537,0,0,19,6,160,6,999,0,0
11357,48,2,1,0,649,0,0,19,6,136,2,999,0,0
11358,50,2,1,0,5,0,0,19,6,170,7,999,0,0
11359,44,1,2,0,2524,0,0,19,6,82,1,999,0,0
11360,42,10,1,0,370,0,0,19,6,302,5,999,0,0
11361,54,2,1,0,10662,0,0,19,6,256,1,999,0,0
11362,50,8,1,0,748,0,1,19,6,147,1,999,0,0
11363,47,1,1,0,1195,0,0,19,6,451,1,999,0,0
11364,41,8,1,0,7509,0,0,19,6,575,1,999,0,0
11365,41,10,1,0,1278,0,0,19,6,532,1,999,0,0
11366,60,5,1,0,6313,0,0,19,6,39,2,999,0,0
11367,54,5,1,0,4112,0,0,19,6,86,1,999,0,0
11368,46,4,1,0,1188,0,0,19,6,675,5,999,0,0
11369,59,2,1,0,4143,0,0,19,6,122,1,999,0,0
11370,40,2,1,0,117,1,0,19,6,172,3,999,0,0
11371,57,11,1,0,0,0,0,19,6,97,1,999,0,0
11372,53,1,0,0,-112,0,0,19,6,394,1,999,0,0
11373,50,7,1,0,306,0,0,19,6,37,1,999,0,0
11374,39,8,2,0,410,0,0,19,6,266,4,999,0,0
11375,52,11,0,0,0,0,0,19,6,297,1,999,0,0
11376,51,10,0,0,107,0,0,19,6,593,1,999,0,0
11377,55,2,1,0,2010,0,0,19,6,446,1,999,0,0
11378,57,6,2,0,630,0,0,19,6,276,1,999,0,0
11379,46,5,2,0,312,1,0,19,6,108,4,999,0,0
11380,50,3,2,0,0,1,0,19,6,638,1,999,0,0
11381,56,6,1,0,1906,0,1,19,6,45,9,999,0,0
11382,38,10,1,0,499,0,0,19,6,240,6,999,0,0
11383,59,6,1,0,1723,0,0,19,6,70,1,999,0,0
11384,42,3,2,0,33,0,0,19,6,25,1,999,0,0
11385,41,1,1,0,2,1,0,19,6,64,1,999,0,0
11386,45,10,1,0,3626,0,0,19,6,2485,2,999,0,0
11387,48,3,1,0,269,1,0,19,6,149,1,999,0,0
11388,54,6,1,0,1925,0,0,19,6,348,3,999,0,0
11389,38,5,1,1,-1007,1,1,19,6,71,1,999,0,0
11390,50,2,0,0,-232,1,0,19,6,168,1,999,0,0
11391,58,2,1,0,0,1,0,19,6,573,1,999,0,0
11392,55,2,1,0,5874,0,0,19,6,229,1,999,0,0
11393,58,6,1,0,1463,1,0,19,6,446,1,999,0,0
11394,54,10,1,0,415,1,0,19,6,34,31,999,0,0
11395,41,7,2,0,426,1,0,19,6,75,1,999,0,0
11396,39,8,1,0,16,0,0,19,6,32,1,999,0,0
11397,55,10,1,0,891,0,0,19,6,268,1,999,0,0
11398,41,5,0,0,1,1,0,19,6,244,1,999,0,0
11399,40,2,1,0,3316,0,0,19,6,102,3,999,0,0
11400,53,11,0,0,4512,0,0,19,6,203,2,999,0,0
11401,58,6,1,0,5087,0,0,19,6,252,1,999,0,0
11402,51,1,1,0,884,0,0,19,6,50,1,999,0,0
11403,49,10,1,0,148,0,0,19,6,13,1,999,0,0
11404,58,3,1,0,3,0,0,19,6,188,5,999,0,0
11405,37,3,1,0,678,0,1,19,6,395,1,999,0,0
11406,40,7,1,0,0,0,0,19,6,61,1,999,0,0
11407,55,3,1,0,38,0,1,19,6,63,1,999,0,0
11408,55,8,1,0,477,0,0,19,6,170,1,999,0,0
11409,42,2,1,0,692,0,1,19,6,207,1,999,0,0
11410,43,7,2,0,0,0,0,19,6,147,1,999,0,0
11411,44,5,1,0,11972,0,0,19,6,127,1,999,0,0
11412,56,10,1,0,1663,0,0,19,6,22,1,999,0,0
11413,49,2,0,0,848,1,0,19,6,109,1,999,0,0
11414,51,5,0,0,3415,1,0,19,6,677,1,999,0,0
11415,50,5,1,0,4045,0,0,19,6,167,1,999,0,0
11416,43,7,1,0,4324,1,0,19,6,105,1,999,0,0
11417,41,11,1,0,2636,0,0,19,6,318,1,999,0,0
11418,54,8,1,0,0,0,0,19,6,220,1,999,0,0
11419,45,1,1,0,825,0,0,19,6,140,1,999,0,0
11420,40,2,1,0,273,1,0,19,6,1082,1,999,0,0
11421,57,6,1,0,712,1,1,19,6,824,1,999,0,0
11422,39,2,0,0,37,0,1,19,6,248,1,999,0,0
11423,59,6,1,0,143,1,0,19,6,11,1,999,0,0
11424,44,5,1,0,7177,0,0,19,6,89,2,999,0,0
11425,44,2,2,0,1308,0,1,19,6,161,1,999,0,0
11426,55,8,1,0,557,0,0,19,6,58,1,999,0,0
11427,45,8,0,0,1381,0,0,19,6,653,2,999,0,0
11428,59,10,1,0,2528,0,1,19,6,216,1,999,0,0
11429,41,10,0,0,586,1,0,19,6,223,1,999,0,0
11430,40,8,1,0,1358,0,0,19,6,96,1,999,0,0
11431,43,1,1,0,1113,0,0,19,6,477,7,999,0,0
11432,50,2,1,0,1179,0,0,19,6,30,1,999,0,0
11433,36,5,0,0,47,0,0,19,6,159,1,999,0,0
11434,59,1,1,0,1365,0,0,19,6,327,1,999,0,0
11435,40,2,1,0,607,1,0,19,6,432,1,999,0,0
11436,42,1,2,0,283,1,0,19,6,446,1,999,0,0
11437,57,6,1,0,1621,1,0,19,6,108,1,999,0,0
11438,46,2,1,0,1844,0,0,19,6,29,1,999,0,0
11439,38,5,1,0,3053,0,0,19,6,178,1,999,0,0
11440,40,11,2,0,5613,1,0,19,6,152,2,999,0,0
11441,52,3,0,0,302,0,0,19,6,169,2,999,0,0
11442,37,1,2,0,124,1,0,19,6,635,3,999,0,0
11443,52,11,1,0,425,0,0,19,6,122,1,999,0,0
11444,48,2,1,0,343,0,0,19,6,136,1,999,0,0
11445,42,2,2,0,1401,1,0,19,6,69,1,999,0,0
11446,37,2,1,0,0,1,0,19,6,129,3,999,0,0
11447,46,11,1,0,641,1,0,19,6,201,1,999,0,0
11448,41,2,0,0,3622,0,0,19,6,1135,4,999,0,1
11449,45,2,1,0,351,1,0,19,6,66,1,999,0,0
11450,57,1,2,0,5768,1,0,19,6,512,1,999,0,1
11451,57,2,0,0,1795,1,0,19,6,818,1,999,0,0
11452,36,11,1,0,1437,0,0,19,6,810,2,999,0,0
11453,35,7,1,0,1833,0,0,19,6,138,1,999,0,0
11454,52,5,1,0,3737,1,0,19,6,574,4,999,0,0
11455,56,1,1,0,6005,1,0,19,6,44,6,999,0,0
11456,37,2,1,0,253,1,0,19,6,145,2,999,0,0
11457,41,11,0,0,271,1,0,19,6,196,2,999,0,0
11458,48,8,1,0,334,0,1,19,6,270,2,999,0,0
11459,54,2,1,0,211,0,0,19,6,200,2,999,0,0
11460,50,1,0,0,4204,0,0,19,6,335,2,999,0,0
11461,56,6,1,1,101,0,1,19,6,330,1,999,0,0
11462,41,1,0,0,256,0,0,19,6,91,1,999,0,0
11463,48,2,2,0,2961,0,0,19,6,361,1,999,0,0
11464,51,5,1,0,2604,0,0,19,6,64,1,999,0,0
11465,35,5,2,0,2808,1,0,19,6,221,12,999,0,0
11466,40,1,1,0,1,0,0,19,6,84,3,999,0,0
11467,48,7,1,0,1204,1,0,19,6,53,1,999,0,0
11468,47,6,0,0,0,0,0,19,6,141,1,999,0,0
11469,56,2,1,0,771,1,1,19,6,254,1,999,0,0
11470,55,6,0,0,1580,0,1,19,6,1007,1,999,0,1
11471,52,2,1,0,1409,1,0,19,6,224,1,999,0,0
11472,38,6,2,0,62,0,0,19,6,212,1,999,0,0
11473,52,2,0,0,2800,0,0,19,6,149,1,999,0,0
11474,47,1,1,0,989,0,0,19,6,116,1,999,0,0
11475,46,2,0,0,1712,0,0,19,6,110,1,999,0,0
11476,56,11,1,0,216,0,0,19,6,77,1,999,0,0
11477,37,10,1,0,47,0,0,19,6,374,3,999,0,0
11478,38,2,1,0,2322,0,0,19,6,207,1,999,0,0
11479,41,2,0,0,1,0,1,19,6,289,1,999,0,0
11480,53,8,1,0,2774,0,1,19,6,193,1,999,0,0
11481,40,2,1,0,2132,0,0,19,6,143,1,999,0,0
11482,55,11,2,0,10183,0,0,19,6,106,1,999,0,0
11483,47,4,1,0,823,0,0,19,6,191,3,999,0,0
11484,42,1,1,0,0,0,0,19,6,370,1,999,0,0
11485,54,6,1,0,6449,0,0,19,6,487,1,999,0,0
11486,49,2,1,0,98,0,1,19,6,534,1,999,0,0
11487,49,3,1,0,563,0,0,19,6,84,1,999,0,0
11488,44,10,1,0,1127,1,0,19,6,118,4,999,0,0
11489,47,11,1,0,0,0,0,19,6,284,1,999,0,0
11490,51,3,1,0,4711,0,0,19,6,253,1,999,0,0
11491,46,2,1,0,1120,0,1,19,6,786,1,999,0,0
11492,59,3,1,0,0,0,0,19,6,239,1,999,0,0
11493,50,2,1,0,1389,1,0,19,6,162,3,999,0,0
11494,38,11,1,0,338,0,0,19,6,219,2,999,0,0
11495,39,4,1,0,4,1,1,19,6,185,1,999,0,0
11496,58,8,1,0,5087,0,0,19,6,135,1,999,0,0
11497,41,10,1,0,-378,1,1,19,6,252,2,999,0,0
11498,45,5,1,0,9711,0,0,19,6,416,3,999,0,0
11499,36,8,1,0,3972,1,1,19,6,32,1,999,0,0
11500,46,2,0,0,2441,0,0,19,6,217,2,999,0,0
11501,56,7,1,0,411,0,0,19,6,145,4,999,0,0
11502,24,10,1,0,691,1,0,19,6,93,2,999,0,0
11503,51,2,1,0,1938,0,0,19,6,61,1,999,0,0
11504,29,2,1,0,508,1,1,19,6,262,5,999,0,0
11505,42,1,2,0,22,0,0,19,6,246,3,999,0,0
11506,51,5,1,0,3134,0,0,19,6,92,3,999,0,0
11507,53,10,1,0,1319,0,0,19,6,1318,3,999,0,1
11508,23,10,2,0,-782,1,1,19,6,197,10,999,0,0
11509,47,10,0,0,5735,0,0,19,6,282,4,999,0,0
11510,55,4,1,0,2152,0,0,19,6,922,2,999,0,1
11511,52,3,1,0,0,0,0,19,6,163,3,999,0,0
11512,50,3,1,0,1857,0,1,19,6,26,2,999,0,0
11513,48,5,1,0,13501,0,0,19,6,63,2,999,0,0
11514,37,1,1,0,0,0,1,19,6,176,2,999,0,0
11515,39,8,1,0,2843,1,0,19,6,585,1,999,0,1
11516,53,1,1,0,2955,0,0,19,6,605,1,999,0,0
11517,20,1,2,0,66,1,0,19,6,75,2,999,0,0
11518,38,10,1,0,634,0,0,19,6,211,2,999,0,0
11519,36,5,1,0,1352,0,0,19,6,2028,1,999,0,1
11520,57,11,1,0,209,0,0,19,6,453,1,999,0,0
11521,28,2,1,0,237,1,0,19,6,498,7,999,0,0
11522,40,8,1,0,2469,0,1,19,6,202,2,999,0,0
11523,40,0,1,0,35,0,0,19,6,40,1,999,0,0
11524,50,2,1,0,59,0,0,19,6,184,1,999,0,0
11525,55,2,1,0,5109,0,0,19,6,55,1,999,0,0
11526,40,3,1,1,0,0,0,19,6,952,4,999,0,1
11527,55,6,1,0,868,0,0,19,6,207,1,999,0,0
11528,36,2,2,0,0,0,0,19,6,238,1,999,0,0
11529,53,6,1,0,828,1,0,19,6,232,1,999,0,0
11530,38,10,2,0,207,0,0,19,6,76,2,999,0,0
11531,35,10,2,0,23,1,0,19,6,113,2,999,0,0
